WHITE,ALCHY,JUNKY,SUPER,MARRIED,FELON,WORKREL,PROPTY,PERSON,MALE,PRIORS,SCHOOL,RULE,AGE,TSERVD,FOLLOW,RECID,TIME,FILE
0,1,0,1,0,1,0,1,0,1,0,12,0,399,3,52,0,0,2
1,0,0,1,0,0,0,0,0,1,-9,12,0,229,2,47,0,0,3
0,1,0,0,0,1,0,1,0,1,8,9,1,401,28,53,0,0,1
1,0,0,1,0,1,1,0,0,1,0,13,0,263,4,46,0,0,3
0,0,0,1,1,0,1,0,0,1,0,10,0,354,2,50,1,13,3
1,1,0,1,0,1,0,1,0,1,1,8,0,241,5,52,0,0,2
1,1,0,1,1,0,1,1,0,1,6,12,2,452,22,46,1,35,2
1,1,1,1,0,0,0,1,0,1,0,10,0,262,4,53,0,0,2
1,0,0,1,0,0,1,0,0,1,0,11,0,261,8,46,1,15,2
1,0,0,0,0,1,0,0,0,1,0,0,4,236,17,57,1,20,3
1,0,0,1,0,0,1,1,0,1,0,10,3,235,15,47,0,0,3
0,0,0,1,0,0,0,1,0,1,0,12,0,254,6,57,0,0,1
0,0,0,1,0,0,0,1,0,1,1,10,0,324,0,57,1,24,3
1,0,0,0,0,1,1,0,0,1,0,9,1,302,4,47,0,0,3
0,0,0,1,0,1,1,1,0,1,7,10,14,309,102,52,1,7,1
1,0,0,1,1,0,1,0,0,1,0,9,0,450,6,57,0,0,3
1,0,0,0,1,1,1,1,0,1,2,10,0,315,4,46,1,6,3
1,0,1,1,0,0,1,0,0,1,0,8,0,267,21,52,1,15,2
1,0,0,0,0,0,1,0,1,1,0,9,0,268,12,53,0,0,3
1,0,0,0,0,1,1,0,0,1,3,7,1,509,10,52,0,0,3
1,0,0,1,0,0,0,0,0,1,1,9,1,223,13,54,1,40,3
1,0,0,0,0,0,0,0,0,1,0,7,4,218,23,56,0,0,3
1,0,0,1,0,1,0,1,0,1,0,12,0,233,4,57,0,0,2
1,0,0,1,0,0,0,0,0,1,0,10,1,239,18,57,0,0,2
0,1,0,1,1,0,1,0,0,1,1,5,0,481,4,47,0,0,2
0,0,0,1,0,0,0,0,0,1,0,3,0,696,4,49,0,0,3
0,0,1,1,0,1,0,1,0,1,4,8,5,474,62,55,1,14,1
0,0,0,1,0,0,0,1,0,1,0,14,0,220,4,48,1,28,2
0,0,0,1,1,0,1,0,0,1,1,2,0,613,23,57,0,0,3
1,0,0,1,0,1,0,0,1,1,1,9,4,231,29,48,1,11,2
1,1,0,1,0,0,0,0,0,1,0,7,0,773,16,51,0,0,2
0,1,1,1,1,0,0,0,0,1,0,11,2,304,24,49,0,0,2
1,0,0,1,1,1,0,1,0,1,0,9,0,200,6,54,0,0,2
0,0,0,1,0,0,0,1,0,1,0,9,2,218,8,49,0,0,2
1,1,1,1,0,0,1,0,0,1,0,12,0,382,4,52,0,0,1
0,0,0,1,0,1,0,1,0,1,0,11,1,252,10,54,1,26,2
1,0,0,0,0,1,0,0,1,1,0,12,0,350,6,57,0,0,2
1,0,0,1,0,1,0,1,0,1,0,9,0,215,4,49,1,27,3
0,0,0,1,0,1,1,0,1,1,9,6,2,522,68,49,0,0,2
0,0,0,0,0,0,0,0,0,1,-9,10,0,209,3,52,1,3,3
1,0,0,1,0,1,0,1,0,1,0,9,0,233,13,54,0,55,2
1,0,0,1,0,0,1,0,0,1,0,10,0,587,4,51,0,0,3
0,0,0,1,0,0,1,0,1,1,3,11,0,269,7,49,1,41,1
0,0,0,1,0,0,0,1,0,1,0,12,1,296,9,46,0,0,2
1,0,0,1,1,0,0,0,1,1,0,11,0,231,2,51,0,0,3
0,0,0,1,0,1,1,0,0,1,0,12,12,368,71,46,0,0,3
1,1,0,1,0,0,1,1,0,1,1,8,0,468,19,48,1,6,2
0,0,0,0,0,1,0,0,1,0,-9,3,0,451,3,52,0,0,3
1,1,0,1,0,0,1,1,0,1,0,10,0,287,7,56,0,0,2
1,0,0,1,0,0,0,0,0,1,0,10,1,226,7,57,1,49,2
0,0,0,1,1,0,0,0,0,1,-9,10,0,370,2,51,0,0,3
0,0,0,1,0,0,0,1,0,1,0,11,2,235,9,54,0,0,1
1,0,0,0,0,1,0,0,0,1,-9,11,1,239,3,50,0,0,3
0,0,1,0,0,0,0,1,0,1,0,7,2,246,6,55,1,14,2
0,0,0,0,0,0,1,0,0,1,7,6,0,555,3,53,0,0,3
1,1,0,1,0,0,0,1,0,1,0,8,0,340,5,52,0,0,2
0,0,1,1,1,1,1,1,0,1,40,5,0,583,54,50,1,13,1
1,0,0,1,0,1,1,0,0,1,0,12,2,349,13,51,0,0,1
1,0,0,1,1,0,1,0,0,1,2,12,0,551,3,48,0,0,3
1,0,0,1,0,0,1,1,0,1,0,8,1,282,29,49,0,0,3
1,1,0,1,0,0,0,0,0,1,6,12,0,451,4,56,1,16,2
1,0,0,0,0,0,0,0,0,1,0,9,5,227,18,50,1,14,3
0,0,0,1,1,1,0,0,1,1,1,10,23,311,116,52,0,0,3
1,1,0,1,1,1,1,0,1,1,0,6,0,626,11,53,0,0,2
0,0,0,1,0,0,0,1,0,1,-9,10,0,290,1,47,1,22,3
0,0,0,0,0,0,1,0,0,1,4,10,3,290,35,54,1,8,2
0,0,0,1,0,1,1,1,0,1,1,10,1,320,15,49,0,0,1
0,0,0,1,0,0,0,0,0,1,0,10,11,243,40,46,1,9,3
0,0,1,1,0,0,0,1,0,1,4,12,1,383,6,50,1,5,2
1,1,1,1,0,0,0,0,0,1,0,8,6,262,14,53,0,0,2
1,0,0,1,1,0,1,0,0,1,2,8,1,267,45,51,1,32,2
0,1,0,0,0,0,0,1,0,1,0,11,0,236,9,56,1,8,2
0,0,0,1,0,0,0,0,0,1,2,9,1,319,25,50,1,36,3
0,0,1,1,0,1,0,1,0,1,4,8,5,474,62,55,1,14,1
1,0,0,0,1,1,1,1,0,1,3,8,0,536,35,56,1,12,3
0,0,0,1,1,0,0,1,0,1,0,14,0,277,3,50,0,0,3
0,1,0,0,1,0,0,0,0,1,0,10,1,287,6,54,0,0,2
0,0,0,1,1,1,0,0,0,1,0,9,0,506,4,49,1,29,3
1,1,1,1,0,0,0,0,0,1,0,10,0,396,5,48,1,42,2
0,0,0,1,0,0,1,0,0,1,1,11,1,421,11,46,0,0,2
0,0,0,1,0,0,1,1,0,1,2,11,0,297,9,46,0,0,3
1,0,0,1,0,1,0,1,0,1,0,9,0,215,4,49,1,27,3
0,0,0,1,1,1,1,1,0,1,0,12,4,291,125,51,1,14,1
1,1,0,1,1,0,0,0,0,1,0,7,0,613,3,56,0,0,2
0,1,0,1,0,1,1,0,1,1,0,11,2,319,87,52,1,20,1
1,1,0,1,1,0,1,0,0,1,1,9,0,448,5,53,0,0,2
0,0,0,0,0,0,1,0,0,1,8,10,0,561,6,47,1,6,3
0,0,0,1,0,0,0,1,0,1,0,9,7,226,14,48,1,41,2
1,1,0,1,1,0,0,0,1,1,0,11,0,311,3,51,0,0,2
1,1,0,0,1,0,1,0,0,1,2,10,0,536,22,52,1,40,2
1,0,0,1,0,1,1,0,0,1,1,10,2,263,32,55,1,19,3
1,0,0,0,1,0,1,1,0,1,0,11,0,500,10,50,0,0,3
1,0,0,0,1,1,0,0,0,1,-9,11,0,267,4,52,0,0,3
0,0,0,1,1,0,1,0,0,1,0,8,0,533,4,55,0,0,3
1,0,0,0,0,0,1,0,0,1,-9,14,0,392,1,48,1,2,3
0,0,0,1,1,1,1,1,0,1,5,7,4,372,74,54,0,0,3
1,0,0,1,0,1,1,1,0,1,0,11,2,371,32,55,0,0,2
1,1,0,1,0,0,0,0,1,1,0,9,0,387,8,54,0,0,2
0,0,0,1,0,0,1,1,0,1,0,12,0,242,4,46,0,0,3
0,0,0,1,0,0,1,0,1,1,1,6,0,476,5,51,1,5,2
0,0,0,1,0,0,0,0,0,1,0,8,1,228,2,55,1,15,2
1,0,0,1,0,0,0,0,0,1,0,11,0,214,2,56,1,10,2
1,1,1,1,0,0,0,1,0,1,2,8,1,209,8,54,0,0,2
1,0,0,0,1,0,0,0,0,1,0,9,0,254,2,56,0,0,2
1,1,1,1,1,1,1,0,0,1,2,8,0,450,6,54,0,0,1
1,0,1,1,0,1,1,1,0,1,2,6,5,300,43,55,1,17,2
0,0,0,1,0,1,0,1,0,1,0,8,0,287,20,48,0,0,2
0,0,0,1,0,0,0,1,0,1,0,12,1,242,6,53,0,0,1
0,0,0,1,1,1,1,1,0,0,0,12,1,364,36,54,1,42,3
1,1,0,1,0,1,1,1,0,1,0,10,1,282,22,51,0,0,2
1,0,0,1,0,0,0,0,0,1,1,8,0,257,5,57,0,0,1
1,0,0,1,1,0,1,0,0,1,0,9,2,387,35,53,0,0,2
0,0,0,1,0,0,0,1,0,0,0,12,0,277,3,47,0,0,3
1,0,0,1,0,1,1,1,0,1,1,12,5,309,32,54,0,0,1
0,0,0,1,1,0,1,0,1,1,0,11,0,433,6,47,0,0,3
0,0,0,1,0,0,1,0,0,1,0,9,1,257,21,51,0,0,2
0,0,0,1,1,0,0,0,1,1,0,12,0,389,4,52,0,0,2
0,0,0,0,0,0,1,0,0,1,2,3,0,768,3,56,0,0,3
0,0,0,1,0,0,0,0,0,1,1,10,6,250,34,50,0,0,2
1,1,1,1,0,0,0,0,0,1,0,10,0,368,4,51,0,0,2
1,1,0,0,0,0,0,1,0,1,19,5,0,663,5,54,1,3,1
0,0,0,1,0,0,1,0,0,1,4,11,0,309,2,51,1,3,3
1,0,0,1,0,1,1,1,0,1,0,10,0,342,10,47,0,0,3
1,0,0,0,1,0,0,0,0,1,0,9,0,238,6,53,0,0,3
0,0,0,1,0,0,0,1,0,1,0,8,1,201,5,51,1,35,1
0,0,0,0,0,1,0,0,0,1,0,10,8,206,19,52,1,2,3
0,1,0,0,0,0,0,0,0,1,10,9,1,400,14,50,0,0,2
1,1,0,0,0,0,1,0,0,1,0,12,1,456,5,52,1,21,2
1,0,0,1,0,0,0,0,0,1,-9,12,0,437,0,48,1,9,3
1,0,0,0,0,0,0,1,0,1,-9,5,0,697,5,49,0,0,3
1,0,1,1,0,1,0,0,0,1,1,16,2,367,25,47,0,0,2
0,1,0,1,0,0,1,0,1,1,0,11,0,302,8,57,0,0,2
0,0,0,0,0,0,0,0,0,1,0,10,0,269,4,47,0,0,3
1,1,0,0,0,1,1,0,0,1,1,6,4,510,19,53,0,0,2
0,0,0,1,0,0,0,0,0,0,0,11,0,249,4,57,1,12,2
1,0,1,0,1,0,1,0,0,1,1,12,3,419,44,48,1,16,2
0,0,0,1,1,0,0,0,0,1,0,11,0,519,2,56,0,0,2
0,0,0,1,0,1,1,0,1,1,2,1,1,643,29,53,0,0,3
1,0,1,0,0,1,0,1,0,1,-9,9,0,202,3,48,0,0,3
0,0,0,1,0,0,0,1,0,0,0,9,0,209,2,47,0,0,3
1,1,0,0,0,0,1,0,0,1,0,12,1,383,11,52,0,0,1
0,1,1,1,0,0,1,1,0,1,1,5,3,401,27,47,1,12,2
1,0,0,1,1,0,1,0,0,1,1,9,0,433,4,53,0,0,1
1,0,0,0,0,1,0,1,0,1,0,10,0,228,4,53,1,25,1
1,1,1,1,0,0,1,0,0,1,0,9,1,236,11,48,1,37,1
1,0,0,0,0,0,0,0,0,1,0,9,8,236,26,52,1,16,3
1,1,0,1,1,0,0,0,1,1,0,2,0,568,6,53,0,0,2
1,0,0,0,1,1,0,1,0,0,0,8,0,519,4,50,0,0,3
0,0,0,1,1,0,0,0,0,1,0,12,3,364,19,56,0,0,2
0,0,0,1,0,1,1,1,0,1,0,11,0,311,13,51,0,0,2
1,0,0,1,0,0,1,0,0,1,0,10,0,293,27,49,0,0,2
0,1,0,1,0,0,1,1,0,1,0,12,0,277,5,51,1,34,1
0,0,0,1,1,0,1,0,0,1,1,12,2,324,55,56,0,0,2
0,0,0,0,0,1,0,1,0,1,1,7,1,279,33,49,1,6,3
1,1,0,1,0,0,0,1,0,1,0,7,0,253,5,56,0,0,1
1,0,0,1,0,0,0,0,0,1,0,6,2,265,21,54,0,0,1
0,0,0,1,0,1,0,0,1,0,0,10,1,479,46,55,0,0,2
1,0,0,0,0,0,0,1,0,0,1,9,0,410,8,54,0,0,3
1,0,0,1,0,1,0,1,0,1,0,7,3,224,84,55,1,21,3
0,0,1,1,0,0,0,1,0,0,13,6,0,450,4,47,0,0,1
1,0,1,1,0,1,0,1,0,1,0,12,0,384,17,56,0,0,2
1,0,0,0,1,1,0,0,1,0,0,9,0,255,6,48,1,33,2
1,0,0,1,1,1,0,0,0,1,2,9,5,395,90,46,0,0,3
0,0,0,1,0,0,1,0,0,1,0,9,0,350,10,52,1,8,3
1,1,0,1,1,0,0,0,0,1,17,5,0,548,4,48,0,0,2
1,1,0,1,0,1,0,1,0,1,0,8,0,251,17,51,0,0,2
1,0,1,1,0,1,0,1,0,1,0,9,1,208,10,48,0,0,2
0,0,0,1,0,0,0,1,0,0,0,15,0,336,4,57,0,0,2
1,0,0,0,1,0,0,0,1,1,0,12,3,261,6,47,0,0,1
1,0,0,1,0,1,0,0,1,1,0,8,0,282,16,48,0,0,2
0,0,0,1,0,0,0,0,1,1,1,11,0,314,3,49,1,9,2
1,0,0,1,0,1,0,1,0,1,0,9,7,269,39,48,0,0,2
0,1,0,1,0,0,1,1,0,1,4,12,0,426,7,51,0,0,2
1,0,0,1,0,0,0,1,0,1,0,9,9,213,45,50,1,3,2
1,0,0,1,1,0,0,0,0,1,-9,8,0,226,4,48,0,0,3
0,0,1,1,0,1,1,1,0,1,0,12,0,341,29,56,1,8,2
0,1,0,1,0,1,1,1,0,1,1,12,3,281,42,53,1,28,1
1,0,0,0,0,0,0,0,0,1,18,10,0,642,4,52,0,0,3
1,0,0,1,0,1,0,0,0,1,0,8,0,282,3,57,0,0,2
0,0,0,1,0,0,0,1,0,1,3,10,1,262,6,57,1,4,2
0,0,0,0,1,1,1,1,0,1,0,9,3,286,61,46,0,0,3
1,0,1,0,0,0,0,0,0,1,0,8,4,242,30,55,1,49,3
1,0,0,0,1,1,0,1,0,1,-9,8,0,615,1,51,0,0,3
0,0,0,0,0,1,0,1,0,1,0,10,1,258,35,48,0,0,3
1,0,0,1,0,0,1,0,0,1,4,8,0,304,39,55,1,8,1
0,0,0,0,1,1,0,1,0,1,1,10,24,323,103,55,0,0,3
1,0,1,1,0,0,0,0,1,1,0,12,2,285,9,47,0,0,2
0,0,0,0,0,0,1,0,0,1,25,9,0,727,30,54,0,0,2
1,0,0,1,0,0,0,1,0,1,0,8,1,213,7,49,1,24,1
1,0,0,0,0,1,0,0,0,1,-9,12,2,313,3,54,1,25,3
1,0,0,1,1,1,1,1,0,1,1,10,6,370,71,49,0,0,3
0,1,0,1,0,1,0,0,1,1,3,3,0,770,14,54,0,0,2
0,0,0,1,1,0,0,0,0,1,0,10,0,318,3,56,1,47,3
0,1,0,1,0,0,0,0,1,1,1,9,0,502,5,52,0,0,2
1,0,0,0,0,0,0,1,0,1,-9,11,0,217,2,46,1,7,3
1,1,0,1,1,0,0,0,0,1,0,7,0,613,3,56,0,0,2
0,1,0,1,0,0,0,1,0,1,2,8,0,364,5,54,0,0,2
1,0,0,0,0,0,0,0,1,1,-9,10,0,268,1,46,0,0,3
0,0,0,1,0,1,1,1,0,1,0,13,1,307,71,46,1,19,2
1,1,0,1,0,0,0,0,0,1,0,12,0,693,3,51,0,0,2
1,0,0,0,1,1,0,1,0,1,0,9,4,238,40,57,1,2,3
1,1,0,1,1,0,0,0,0,1,4,8,0,514,5,46,0,0,1
0,0,0,0,0,0,0,0,0,0,-9,9,0,379,2,52,1,8,3
0,0,0,1,0,1,1,0,0,1,0,14,0,270,17,50,0,0,1
0,0,0,1,0,0,0,1,0,1,0,12,0,282,2,54,0,0,3
1,0,1,1,0,0,1,0,0,1,0,11,1,318,25,54,0,0,2
0,1,0,1,0,1,1,1,0,1,0,6,7,357,25,47,1,30,1
0,0,0,1,0,1,0,0,0,1,0,9,2,226,17,50,1,41,3
1,0,0,0,1,1,1,1,0,1,3,8,0,536,35,56,1,12,3
1,0,0,1,0,0,1,0,1,1,0,9,0,417,10,46,1,8,3
0,0,0,0,0,0,0,1,0,1,0,9,0,286,9,52,0,0,3
1,0,0,1,0,0,0,0,0,1,0,8,0,337,2,55,1,31,3
0,0,0,1,0,0,0,1,0,1,0,11,0,243,5,52,0,0,3
1,0,0,0,0,0,1,1,0,1,0,9,5,243,12,49,0,0,2
0,0,0,0,0,1,0,1,0,0,0,12,0,226,3,47,0,0,3
1,0,0,1,0,1,0,1,0,1,-9,8,9,257,43,56,0,0,3
1,0,0,0,1,0,0,0,0,0,-9,9,0,629,3,47,0,0,3
1,0,0,1,1,0,1,1,0,1,4,11,0,631,14,57,1,9,2
0,0,0,1,0,0,0,0,1,1,0,12,3,282,8,53,1,26,2
0,0,0,1,0,1,1,1,0,1,2,12,1,365,32,52,0,0,2
1,1,0,1,1,1,0,0,1,1,0,9,5,242,31,48,1,22,2
1,0,0,0,0,0,0,0,0,1,0,10,0,231,20,52,0,0,2
0,0,0,1,0,1,1,1,0,0,2,9,8,268,27,52,1,4,3
1,1,0,1,1,0,1,0,0,1,3,9,0,354,4,50,0,0,2
0,0,0,1,0,1,0,1,0,1,0,9,2,243,19,47,0,0,2
1,1,1,1,0,0,0,0,0,1,0,8,2,237,41,56,1,8,2
0,0,0,1,1,0,0,0,0,1,9,10,0,540,11,49,1,27,3
1,0,0,0,1,0,1,0,0,1,0,8,1,305,17,54,0,0,3
1,0,0,1,1,1,1,0,1,1,2,12,0,391,4,47,1,40,3
0,0,0,1,0,0,0,0,0,1,0,12,0,262,4,47,0,0,3
0,0,0,0,0,0,0,0,0,1,4,9,0,502,5,52,1,17,3
1,0,1,1,0,1,0,1,0,1,0,11,0,243,6,47,0,0,2
0,0,0,1,1,0,0,0,0,1,5,8,0,329,5,48,1,19,3
0,0,0,0,1,0,0,1,0,1,1,11,2,256,7,57,0,0,2
0,0,0,1,0,1,0,1,0,1,0,12,0,521,14,46,0,0,3
0,0,0,1,0,0,0,0,1,1,0,10,0,216,5,53,0,0,2
1,0,0,1,0,0,0,0,0,1,-9,11,0,699,0,46,1,33,3
0,0,0,0,0,1,1,1,0,1,1,10,0,315,80,56,1,3,2
0,0,0,1,0,0,1,1,0,0,0,9,0,489,11,47,0,0,2
1,0,0,1,1,0,1,0,0,1,0,9,0,279,3,54,0,0,2
0,0,1,0,0,1,0,0,0,1,1,10,8,282,26,54,0,0,1
1,0,0,1,0,0,0,1,0,1,0,10,1,214,6,46,1,38,2
0,0,0,1,0,1,0,1,0,1,0,10,0,210,9,53,0,0,2
1,0,0,1,0,0,0,0,0,1,0,8,0,265,2,54,1,27,3
0,0,0,1,0,1,1,1,0,1,0,12,1,243,10,56,0,0,1
1,0,0,1,0,0,1,0,1,1,1,12,0,352,4,57,0,0,3
1,0,0,1,0,1,0,1,0,1,0,8,0,236,8,54,0,0,3
1,0,0,0,0,1,1,0,0,1,0,12,0,256,6,56,0,0,2
0,0,0,1,0,0,0,0,0,1,0,8,5,235,40,49,1,18,3
1,0,0,1,1,1,1,0,1,1,1,11,22,384,121,57,0,0,3
1,0,0,1,1,1,1,0,0,1,0,12,0,437,3,48,0,0,2
0,1,1,1,0,0,1,0,0,1,0,10,0,275,28,51,1,32,1
0,0,0,1,1,0,0,0,0,1,-9,0,68,395,17,55,0,0,3
1,0,0,1,0,0,0,0,0,0,0,9,2,277,27,56,0,0,1
0,0,0,0,0,0,0,1,0,1,0,11,1,220,6,56,1,15,2
0,0,0,1,0,0,1,0,0,1,2,10,0,319,9,54,0,0,3
0,0,0,1,1,1,1,0,1,1,1,10,51,337,136,46,0,0,3
1,0,0,1,0,1,1,1,0,1,1,10,2,269,15,50,0,0,3
0,0,0,1,0,0,0,1,0,1,0,9,0,212,6,48,0,0,3
0,0,0,1,0,1,1,1,0,0,0,12,1,386,19,47,0,0,3
0,0,0,1,0,0,0,0,1,1,0,10,0,218,5,55,1,11,2
1,0,0,1,0,1,0,1,0,0,0,12,0,256,4,53,0,0,2
1,0,0,1,1,1,0,1,0,1,0,10,3,295,21,52,1,13,1
0,1,0,1,0,1,0,1,0,1,0,11,1,246,13,55,1,44,1
1,1,0,0,0,0,1,0,0,1,12,9,0,383,4,56,1,3,2
1,0,0,0,0,0,0,0,0,1,2,9,1,232,33,55,0,0,3
0,0,0,1,0,1,0,1,0,1,2,3,0,520,10,48,0,0,1
1,1,0,1,0,0,1,0,0,1,16,12,0,513,7,55,0,0,2
0,0,0,1,1,0,1,0,0,1,12,14,2,475,27,50,1,7,2
0,0,0,1,0,0,0,0,1,1,0,12,0,313,3,48,0,0,2
1,0,0,0,1,1,1,0,0,1,8,8,5,375,42,49,0,0,3
0,0,0,1,0,0,0,1,0,0,0,10,0,208,3,51,0,0,3
1,0,0,0,0,1,0,1,0,1,2,9,1,240,12,52,1,7,2
1,0,0,1,1,1,1,0,1,1,0,12,0,696,22,48,0,0,2
1,1,0,1,1,0,1,0,1,1,1,6,0,598,4,50,0,0,2
0,0,0,1,1,0,1,1,0,1,8,11,1,396,10,46,1,28,3
1,0,0,1,0,1,1,1,0,1,0,10,3,275,45,48,1,31,2
1,0,1,1,0,1,0,0,1,1,0,6,26,282,49,57,0,0,2
0,0,0,1,1,1,1,0,0,1,0,14,0,400,3,54,0,0,1
1,1,0,1,0,1,1,1,0,1,0,13,1,406,21,46,1,1,2
1,0,0,1,0,0,1,0,0,1,0,8,0,587,4,52,0,0,3
1,1,1,0,0,1,0,0,0,1,-9,12,0,224,2,55,0,0,3
1,1,0,1,1,0,0,0,0,1,0,8,0,446,4,52,0,0,2
0,0,0,1,0,0,0,0,0,1,0,10,1,267,8,46,1,42,3
1,0,0,1,0,1,1,1,0,0,0,10,2,239,14,49,0,0,3
0,1,0,1,0,1,0,0,1,1,1,8,0,618,15,57,0,0,1
0,0,0,1,0,0,0,1,0,0,0,9,0,202,3,55,0,0,3
1,1,0,1,0,0,0,0,0,0,0,9,0,541,20,55,0,0,2
1,0,0,1,1,1,1,0,0,1,1,10,1,292,25,50,1,16,2
1,0,0,0,0,0,1,1,0,1,7,9,0,540,11,52,1,11,3
0,1,0,1,1,0,0,0,0,1,5,9,1,331,16,54,0,0,2
0,0,0,1,1,1,1,0,1,1,1,12,3,395,86,54,0,0,3
0,0,0,0,0,0,1,0,0,1,2,14,0,340,32,54,0,0,3
0,0,0,0,0,1,1,0,1,1,7,6,0,650,40,55,1,8,2
0,1,0,1,1,0,0,0,0,1,-9,4,0,705,3,52,0,0,3
1,1,0,0,1,0,1,0,0,1,-9,6,0,510,2,52,1,4,3
1,1,0,0,1,0,0,0,0,1,0,7,0,636,8,49,0,0,2
0,1,0,1,1,0,1,0,0,1,4,11,0,363,8,54,0,0,2
0,0,1,1,0,1,1,1,0,1,0,11,0,258,8,52,1,5,2
1,0,0,1,0,1,0,0,0,1,0,10,4,227,19,47,0,0,1
1,0,0,1,1,0,0,0,1,1,0,9,0,490,2,49,0,0,3
1,0,0,0,1,1,1,1,0,1,0,8,4,288,69,52,1,34,3
1,0,0,1,0,0,0,0,0,1,0,7,6,218,31,54,0,0,3
0,0,0,1,0,0,0,1,0,1,0,11,0,246,6,57,0,0,1
1,0,0,1,0,1,0,0,0,1,0,8,0,229,15,46,0,0,1
1,0,0,1,0,0,0,0,0,1,0,9,0,208,1,53,1,36,3
0,0,0,1,0,0,0,0,0,1,1,14,0,343,8,49,1,7,3
1,0,0,1,0,0,0,1,0,0,0,8,0,206,3,55,0,0,3
0,0,0,1,0,0,0,0,0,1,-9,11,0,352,2,57,1,3,3
0,0,0,1,0,1,0,1,0,0,1,9,1,293,14,50,0,0,2
0,0,0,1,1,0,1,0,0,1,1,6,0,370,6,47,0,0,3
1,0,0,1,0,0,1,1,0,1,0,12,1,351,6,51,1,22,2
0,0,0,1,0,0,1,0,0,1,0,9,5,299,43,49,0,0,3
1,0,0,0,0,1,1,0,0,1,0,13,0,277,5,54,0,0,2
1,1,1,1,0,1,0,1,0,1,0,7,9,238,47,53,1,11,2
0,0,0,1,0,1,1,1,0,1,3,11,0,311,19,46,1,8,3
0,0,0,0,0,1,0,1,0,1,0,11,0,263,5,52,0,0,3
1,1,1,1,0,0,1,0,0,1,0,9,1,463,57,56,0,0,2
1,1,0,1,0,1,1,0,1,1,0,10,0,384,22,56,1,15,2
0,0,0,1,0,0,0,0,0,1,-9,12,0,347,0,52,1,20,3
0,0,0,1,1,0,0,1,0,1,0,8,0,226,4,48,1,16,2
0,0,0,0,0,0,0,0,0,1,-9,12,1,330,21,54,0,0,3
1,1,1,1,0,0,0,0,0,1,0,8,0,366,3,56,0,0,2
1,0,0,1,0,0,0,1,0,1,0,10,6,250,15,47,0,0,2
1,0,0,1,0,1,0,1,0,1,0,12,0,251,4,49,0,0,2
0,0,0,1,0,0,1,0,1,1,4,11,0,318,14,53,0,0,2
1,0,0,0,1,0,0,0,0,1,-9,11,0,334,2,48,1,7,3
1,0,0,1,0,1,0,1,0,1,0,10,0,231,10,52,0,0,2
0,0,0,1,0,0,0,0,0,1,0,6,0,401,5,49,1,38,3
0,0,0,1,1,0,1,0,0,1,0,9,1,280,84,50,0,0,3
0,0,0,1,0,1,0,1,0,1,0,9,17,249,46,56,1,15,3
0,0,0,1,0,0,0,0,0,1,-9,11,0,386,1,53,0,0,3
1,0,1,0,0,1,1,1,0,1,3,9,1,255,32,54,1,10,1
0,0,0,1,0,0,0,1,0,1,1,9,3,253,17,47,1,10,2
1,1,1,1,0,1,0,0,0,1,0,7,0,190,18,48,1,27,2
1,0,0,0,0,1,0,1,0,1,0,12,1,214,4,52,1,7,3
1,0,0,1,0,1,1,1,0,1,0,9,0,236,7,46,0,0,2
1,0,0,1,1,0,1,0,0,1,1,8,0,331,5,50,0,0,1
0,0,0,1,1,1,1,0,0,1,0,3,0,403,34,56,0,0,2
1,0,0,1,0,1,0,1,0,1,0,7,3,224,84,55,1,21,3
1,0,1,1,0,0,0,1,0,1,0,8,0,202,8,51,1,48,1
1,0,0,1,0,1,0,1,0,0,0,10,0,257,12,47,0,0,1
0,0,0,1,1,1,1,1,0,1,1,9,2,289,14,46,1,26,2
0,0,0,1,0,1,1,0,1,1,0,8,0,317,13,49,0,0,3
1,0,0,0,0,1,0,1,0,1,0,9,2,259,7,52,0,0,3
0,1,1,0,1,0,0,0,0,1,2,12,0,266,3,53,0,0,2
1,0,0,1,1,1,1,0,1,1,1,8,0,317,11,47,0,0,3
0,0,0,0,0,0,0,0,0,1,2,11,0,315,4,52,0,0,3
1,0,1,1,1,0,0,0,0,0,0,9,0,278,6,52,0,0,2
1,0,0,1,1,0,0,0,0,1,0,11,3,273,28,50,0,0,2
1,1,1,1,0,0,0,0,0,1,0,8,6,262,14,53,0,0,2
1,0,0,1,0,1,0,1,0,1,0,10,1,232,10,52,1,16,1
0,0,0,0,0,0,0,0,0,1,0,12,3,293,32,53,0,0,2
1,1,0,1,0,0,1,0,0,1,0,12,0,593,5,51,0,0,1
1,0,0,1,0,1,1,0,0,1,0,10,0,302,9,52,0,0,3
1,0,1,1,0,0,0,0,0,1,-9,8,7,493,66,52,1,7,3
1,0,0,1,1,1,1,0,1,1,9,8,2,591,180,57,1,12,3
0,1,0,0,0,1,0,0,0,1,3,5,0,451,9,56,0,0,2
1,0,0,1,0,0,0,0,0,1,0,11,0,302,24,49,0,0,2
1,1,1,1,0,1,0,1,0,1,2,8,0,256,8,50,0,0,2
1,0,0,0,0,0,1,0,0,1,12,12,16,378,34,55,0,0,2
0,0,0,0,0,1,0,1,0,1,0,11,0,263,5,52,0,0,3
1,0,0,1,0,0,1,0,0,1,1,11,2,290,21,52,0,0,1
1,0,1,1,1,0,0,1,0,1,-9,9,0,216,1,54,1,11,3
0,1,0,1,0,0,1,0,0,1,0,12,0,422,9,53,0,0,2
